iter	Passed	Remaining
1496	28033	9419
1497	28051	9400
1498	28070	9381
1499	28088	9362
1500	28107	9344
1501	28126	9325
1502	28144	9306
1503	28164	9288
1504	28182	9269
1505	28201	9250
1506	28221	9232
1507	28238	9213
1508	28256	9194
1509	28277	9176
1510	28297	9157
1511	28315	9138
1512	28333	9119
1513	28351	9100
1514	28370	9082
1515	28387	9062
1516	28403	9043
1517	28420	9024
1518	28438	9005
1519	28456	8986
1520	28473	8967
1521	28490	8947
1522	28509	8929
1523	28528	8910
1524	28545	8891
1525	28563	8872
1526	28581	8853
1527	28600	8834
1528	28619	8816
1529	28637	8797
1530	28655	8778
1531	28672	8758
1532	28691	8740
1533	28710	8721
1534	28729	8703
1535	28750	8685
1536	28768	8665
1537	28787	8647
1538	28806	8628
1539	28823	8609
1540	28845	8591
1541	28867	8574
1542	28909	8562
1543	28930	8544
1544	28949	8525
1545	28968	8507
1546	28988	8488
1547	29007	8469
1548	29026	8451
1549	29046	8432
1550	29065	8414
1551	29084	8395
1552	29103	8376
1553	29123	8358
1554	29141	8339
1555	29159	8320
1556	29176	8301
1557	29194	8282
1558	29211	8263
1559	29229	8244
1560	29247	8225
1561	29264	8206
1562	29284	8187
1563	29304	8169
1564	29325	8151
1565	29345	8132
1566	29362	8113
1567	29382	8095
1568	29401	8076
1569	29419	8057
1570	29439	8039
1571	29456	8020
1572	29474	8001
1573	29493	7982
1574	29512	7963
1575	29530	7944
1576	29548	7925
1577	29567	7907
1578	29584	7887
1579	29602	7868
1580	29619	7849
1581	29637	7831
1582	29656	7812
1583	29676	7793
1584	29696	7775
1585	29715	7756
1586	29732	7737
1587	29752	7719
1588	29773	7700
1589	29790	7681
1590	29807	7662
1591	29824	7643
1592	29842	7624
1593	29871	7608
1594	29892	7590
1595	29910	7571
1596	29930	7552
1597	29949	7534
1598	29968	7515
1599	29987	7496
1600	30006	7478
1601	30025	7459
1602	30043	7440
1603	30061	7421
1604	30080	7403
1605	30099	7384
1606	30118	7365
1607	30136	7346
1608	30154	7327
1609	30180	7310
1610	30202	7292
1611	30223	7274
1612	30247	7257
1613	30267	7238
1614	30289	7220
1615	30306	7201
1616	30322	7182
1617	30341	7163
1618	30359	7144
1619	30377	7125
1620	30395	7106
1621	30414	7087
1622	30432	7069
1623	30452	7050
1624	30472	7032
1625	30490	7013
1626	30509	6994
1627	30530	6976
1628	30548	6957
1629	30569	6938
1630	30587	6920
1631	30604	6901
1632	30623	6882
1633	30640	6863
1634	30657	6844
1635	30674	6824
1636	30693	6806
1637	30710	6787
1638	30727	6767
1639	30745	6749
1640	30762	6729
1641	30781	6711
1642	30800	6692
1643	30820	6674
1644	30839	6655
1645	30858	6636
1646	30891	6620
1647	30908	6601
1648	30925	6582
1649	30944	6564
1650	30962	6545
1651	30980	6526
1652	30999	6507
1653	31012	6487
1654	31030	6468
1655	31047	6449
1656	31065	6430
1657	31085	6412
1658	31104	6393
1659	31122	6374
1660	31142	6356
1661	31161	6337
1662	31179	6318
1663	31199	6299
